camera,source,black_level,white_level,width,height,iso,time,std,mean,min,max,EV
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000467.DNG,1023,16383,9536,6336,64,1.0,1.3542490763992583,1023.281121632114,998,1058,13.469397488720295
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000468.DNG,1023,16383,9536,6336,64,0.5,1.342904987200539,1022.922626637336,996,1051,13.481533360346972
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000469.DNG,1023,16383,9536,6336,64,0.25,1.33832525591782,1022.9108526573676,996,1049,13.486461815896527
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000470.DNG,1023,16383,9536,6336,64,0.125,1.3361009308582712,1022.9038314007312,996,1053,13.488861600559517
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000471.DNG,1023,16383,9536,6336,64,0.06666666667,1.3349755658248452,1023.2469187569644,998,1048,13.490077259228215
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000472.DNG,1023,16383,9536,6336,64,0.03333333333,1.335037422766221,1022.8997370014108,998,1051,13.490010412585177
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000473.DNG,1023,16383,9536,6336,64,0.01666666667,1.334488410448183,1023.2402977479546,999,1049,13.490603819361713
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000474.DNG,1023,16383,9536,6336,64,0.008,1.3348351647396235,1022.8980185334362,997,1050,13.490228997287588
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000475.DNG,1023,16383,9536,6336,64,0.004,1.3345934954647294,1023.2421836271164,996,1050,13.490490218027873
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000476.DNG,1023,16383,9536,6336,64,0.002,1.334567480728582,1023.239343529014,998,1050,13.49051834022145
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000477.DNG,1023,16383,9536,6336,64,0.001,1.3342488592005222,1022.8993890211628,997,1049,13.490862817804084
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000478.DNG,1023,16383,9536,6336,64,0.0005,1.3349236741072843,1022.8994299512532,998,1051,13.490133339189947
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000479.DNG,1023,16383,9536,6336,64,0.00025,1.3351051208423477,1022.898736671984,997,1050,13.489937257180824
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000480.DNG,1023,16383,9536,6336,200,1.0,1.8013529104510395,1023.1776265797394,986,1161,13.05780974235974
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000481.DNG,1023,16383,9536,6336,200,0.5,1.758973474889575,1023.4707019829958,984,1092,13.092156868303936
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000482.DNG,1023,16383,9536,6336,200,0.25,1.7331611584228963,1023.0805658931756,983,1067,13.113484785514634
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000483.DNG,1023,16383,9536,6336,200,0.125,1.7199449330056011,1023.0635547484068,985,1063,13.124528220304114
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000484.DNG,1023,16383,9536,6336,200,0.06666666667,1.713012113507817,1023.0545385594886,985,1068,13.13035524218085
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000485.DNG,1023,16383,9536,6336,200,0.03333333333,1.7096680510419953,1023.0476010498228,984,1065,13.133174356815609
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000486.DNG,1023,16383,9536,6336,200,0.01666666667,1.7082741922601876,1023.0464957718704,985,1061,13.134351037473468
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000487.DNG,1023,16383,9536,6336,200,0.008,1.707353384405955,1023.0437074611732,986,1062,13.135128900356513
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000488.DNG,1023,16383,9536,6336,200,0.004,1.7066750481423525,1023.0426596971976,982,1064,13.135702201016285
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000489.DNG,1023,16383,9536,6336,200,0.002,1.706950682373639,1023.4013484189102,983,1061,13.135469219330048
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000490.DNG,1023,16383,9536,6336,200,0.001,1.705920601819324,1023.0443221242152,984,1060,13.136340094337514
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000491.DNG,1023,16383,9536,6336,200,0.0005,1.7062137333224496,1023.04209089638,985,1062,13.13609221466726
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000492.DNG,1023,16383,9536,6336,200,0.00025,1.7065463265283976,1023.042401670464,987,1060,13.135811016714891
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000493.DNG,1023,16383,9536,6336,400,0.6,3.2559602128404026,1023.2682133937687,966,1206,12.20380752533131
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000494.DNG,1023,16383,9536,6336,400,0.5,3.228867061063896,1023.220367044766,964,1142,12.215862552083692
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000495.DNG,1023,16383,9536,6336,400,0.25,3.184721378182869,1023.1486398498936,963,1096,12.235723434711485
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000496.DNG,1023,16383,9536,6336,400,0.125,3.1636137810860414,1023.1123082955712,956,1086,12.245317111512785
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000497.DNG,1023,16383,9536,6336,400,0.06666666667,3.1527144967320275,1023.092886197996,959,1085,12.250296067134508
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000498.DNG,1023,16383,9536,6336,400,0.03333333333,3.14448712868395,1023.0828591864534,966,1095,12.25406586538531
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000499.DNG,1023,16383,9536,6336,400,0.01666666667,3.1420463284098137,1023.0747098283326,966,1099,12.255186142769428
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000500.DNG,1023,16383,9536,6336,400,0.008,3.142726444665289,1023.8314939784271,966,1088,12.254873895886918
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000501.DNG,1023,16383,9536,6336,400,0.004,3.1382734801679666,1023.0708714696514,956,1084,12.25691951631384
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000502.DNG,1023,16383,9536,6336,400,0.002,3.139434870985569,1023.0655578898784,961,1092,12.25638571235275
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000503.DNG,1023,16383,9536,6336,400,0.001,3.139414625582941,1023.06984551961,962,1084,12.25639501594953
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000504.DNG,1023,16383,9536,6336,400,0.0005,3.1385786785756467,1023.0676370491036,959,1096,12.256779220439904
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000505.DNG,1023,16383,9536,6336,400,0.00025,3.139233999008295,1023.0713791153196,965,1084,12.25647802395942
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000506.DNG,1023,16383,9536,6336,800,1.5,6.273506109070349,1022.7505236668276,911,1838,11.257618640230294
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000507.DNG,1023,16383,9536,6336,800,0.7,6.062327306664965,1023.6613437522508,904,1386,11.307018849894234
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000508.DNG,1023,16383,9536,6336,800,0.5,5.993521456445043,1023.5183833206752,915,1341,11.323486696937964
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000509.DNG,1023,16383,9536,6336,800,0.25,5.900164232393497,1023.3420824256884,920,1188,11.346135482835392
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000510.DNG,1023,16383,9536,6336,800,0.125,5.851093377710455,1023.2484313662792,921,1147,11.35818435327003
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000511.DNG,1023,16383,9536,6336,800,0.06666666667,5.828778966932584,1023.2139146385996,900,1157,11.36369690135068
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000512.DNG,1023,16383,9536,6336,800,0.03333333333,5.818250908847238,1023.181889217786,909,1140,11.366305082404349
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000513.DNG,1023,16383,9536,6336,800,0.01666666667,5.810467275390296,1023.1704088983904,919,1142,11.368236406371018
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000514.DNG,1023,16383,9536,6336,800,0.008,5.807164833425088,1023.1675049639114,912,1135,11.369056610820554
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000515.DNG,1023,16383,9536,6336,800,0.004,5.805118262045542,1023.1606212608468,917,1143,11.36956513759111
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000516.DNG,1023,16383,9536,6336,800,0.002,5.80266338678391,1023.1551380024288,910,1157,11.370175355206484
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000517.DNG,1023,16383,9536,6336,800,0.001,5.800298318352208,1023.1669601451808,916,1131,11.370763493413218
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000518.DNG,1023,16383,9536,6336,800,0.0005,5.8020431297602215,1023.169182071475,869,1139,11.370329575691375
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000519.DNG,1023,16383,9536,6336,800,0.00025,5.803370752184386,1023.1637316167124,905,1128,11.369999496244771
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000520.DNG,1023,16383,9536,6336,1600,1.0,10.924236133143523,1021.736941778444,824,1975,10.457430096551708
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000521.DNG,1023,16383,9536,6336,1600,0.5,10.590875855126274,1023.7453700338376,838,1528,10.502140596981382
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000522.DNG,1023,16383,9536,6336,1600,0.25,10.40364652995625,1023.3832328071773,828,1443,10.5278732119122
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000523.DNG,1023,16383,9536,6336,1600,0.125,10.300047053899702,1023.1820176022228,829,1255,10.542311572606575
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000524.DNG,1023,16383,9536,6336,1600,0.06666666667,10.252219223572553,1023.0858264773362,835,1263,10.549026267449229
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000525.DNG,1023,16383,9536,6336,1600,0.03333333333,10.227961247394616,1023.0514194482578,826,1245,10.55244390122934
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000526.DNG,1023,16383,9536,6336,1600,0.01666666667,10.211797302551563,1023.025747459918,817,1218,10.55472569412533
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000527.DNG,1023,16383,9536,6336,1600,0.008,10.206673484473008,1023.0026765597988,807,1224,10.555449754919556
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000528.DNG,1023,16383,9536,6336,1600,0.004,10.200856629591543,1023.0087745640126,796,1246,10.55627219133116
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000529.DNG,1023,16383,9536,6336,1600,0.002,10.198026757580056,1023.0055636124775,824,1259,10.556672472294194
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000530.DNG,1023,16383,9536,6336,1600,0.001,10.203070867836272,1022.9796639846452,833,1214,10.555959068227976
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000531.DNG,1023,16383,9536,6336,1600,0.0005,10.203022497492787,1023.007908130434,825,1229,10.55596590771983
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000532.DNG,1023,16383,9536,6336,1600,0.00025,10.20721169891993,1023.0210539552932,847,1233,10.555373681275888
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000533.DNG,1023,16383,9536,6336,3200,0.00025,18.805178946613005,1023.244610468676,687,1410,9.673832465857808
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000534.DNG,1023,16383,9536,6336,3200,1.0,20.319343689312927,1020.9767736880128,748,2995,9.562108696616244
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000535.DNG,1023,16383,9536,6336,3200,0.5,19.66041762670218,1024.8731653620675,633,2405,9.609668532980969
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000536.DNG,1023,16383,9536,6336,3200,0.25,19.25016840490762,1018.614465061426,664,1657,9.64009143382986
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000537.DNG,1023,16383,9536,6336,3200,0.125,19.043569679964712,1023.6682094811632,669,1600,9.65565856635694
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000538.DNG,1023,16383,9536,6336,3200,0.06666666667,18.92849211568827,1023.4656690052263,664,1417,9.664403013285757
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000539.DNG,1023,16383,9536,6336,3200,0.03333333333,18.87805653906983,1023.3782926131069,684,1383,9.668252251157275
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000540.DNG,1023,16383,9536,6336,3200,0.01666666667,18.849427157696955,1023.3016635226796,688,1397,9.67044182069181
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000541.DNG,1023,16383,9536,6336,3200,0.008,18.83378706534255,1023.2915797915978,651,1420,9.671639376974603
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000542.DNG,1023,16383,9536,6336,3200,0.004,18.823708359651828,1023.2640358598568,678,1381,9.67241162690263
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000543.DNG,1023,16383,9536,6336,3200,0.002,18.82862997433621,1023.2795459146572,697,1406,9.672034471620757
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000544.DNG,1023,16383,9536,6336,3200,0.001,18.822380171283765,1023.240953109376,654,1446,9.672513426098645
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000545.DNG,1023,16383,9536,6336,3200,0.0005,18.826659372010287,1023.2284890775412,699,1380,9.67218547182578
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000546.DNG,1023,16383,9536,6336,3200,0.00025,18.820184166404623,1023.2919331343002,519,1422,9.6726817549789
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000547.DNG,1023,16383,9536,6336,6400,1.0,38.177171658141,1018.8365135004088,356,6547,8.652252275557068
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000548.DNG,1023,16383,9536,6336,6400,0.5,36.58690307721312,1026.3896142932313,263,3613,8.713635197759
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000549.DNG,1023,16383,9536,6336,6400,0.25,35.72401007922269,1024.6822751655343,215,2542,8.74806846626734
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000550.DNG,1023,16383,9536,6336,6400,0.125,35.26840960356477,1023.897190431475,164,2155,8.766585980493781
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000551.DNG,1023,16383,9536,6336,6400,0.06666666667,35.02829946386543,1023.3996249691494,359,1778,8.776441550108995
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000552.DNG,1023,16383,9536,6336,6400,0.03333333333,34.90896571997256,1023.209385880486,301,1731,8.78136488724988
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000553.DNG,1023,16383,9536,6336,6400,0.01666666667,34.83795035615014,1023.106343690682,197,1870,8.784302753305674
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000554.DNG,1023,16383,9536,6336,6400,0.008,34.81725414526049,1023.0505613066222,308,1869,8.7851600710584
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000555.DNG,1023,16383,9536,6336,6400,0.004,34.798769386617884,1023.0187734723228,391,1863,8.785926212785533
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000556.DNG,1023,16383,9536,6336,6400,0.002,34.793189026948944,1022.9730612477016,253,1786,8.78615758311686
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000557.DNG,1023,16383,9536,6336,6400,0.001,34.81240931946444,1022.9684616853308,303,1778,8.785360836244195
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000558.DNG,1023,16383,9536,6336,6400,0.0005,34.795942431874145,1022.9934013179984,203,1872,8.786043418058327
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000559.DNG,1023,16383,9536,6336,6400,0.00025,34.8082439390927,1022.998138814609,327,1826,8.785533468166811
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000560.DNG,1023,16383,9536,6336,12500,1.0,73.9034384933373,1037.0852958095268,0,9927,7.699321010749172
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000561.DNG,1023,16383,9536,6336,12500,0.5,70.45765590397407,1030.1618023082915,0,6039,7.768206022935784
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000562.DNG,1023,16383,9536,6336,12500,0.25,68.66533655625352,1026.717698710707,0,3952,7.805380515199116
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000563.DNG,1023,16383,9536,6336,12500,0.125,67.71102049097793,1024.886420405555,0,2586,7.825571838061911
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000564.DNG,1023,16383,9536,6336,12500,0.06666666667,67.23114376668941,1023.9703951314476,0,2767,7.835832807160997
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000565.DNG,1023,16383,9536,6336,12500,0.03333333333,66.98973294680232,1023.4506946165726,0,2473,7.841022500102367
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000566.DNG,1023,16383,9536,6336,12500,0.01666666667,66.84063531362813,1023.3313307876904,0,2542,7.844237054583205
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000567.DNG,1023,16383,9536,6336,12500,0.008,66.78987445625467,1023.1784819242922,0,2396,7.84533309830634
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000568.DNG,1023,16383,9536,6336,12500,0.004,66.76136421649129,1023.1512206468524,0,2425,7.845949065369689
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000569.DNG,1023,16383,9536,6336,12500,0.002,66.76605053713966,1023.0369795671955,0,2480,7.845847798800953
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000570.DNG,1023,16383,9536,6336,12500,0.001,66.75332680898471,1023.1132512268764,0,2517,7.846122762029979
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000571.DNG,1023,16383,9536,6336,12500,0.0005,66.78354381541801,1023.1139751250976,0,2349,7.845469849828696
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000572.DNG,1023,16383,9536,6336,12500,0.00025,66.75762044263388,1023.1135299751924,0,2420,7.8460299695795825
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000573.DNG,1023,16383,9536,6336,25000,1.0,153.75900141539478,1010.7445556855786,0,3345,6.64236353413171
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000574.DNG,1023,16383,9536,6336,25000,0.5,139.57805864040637,1038.968437074314,0,12410,6.781962234906351
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000575.DNG,1023,16383,9536,6336,25000,0.25,135.73191955647548,1031.5345025767583,0,6027,6.822274372102179
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000576.DNG,1023,16383,9536,6336,25000,0.125,133.71114735511568,1027.592468638249,0,5446,6.8439146594485525
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000577.DNG,1023,16383,9536,6336,25000,0.06666666667,132.68959030489177,1025.5399123496925,0,4674,6.85497921225144
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000578.DNG,1023,16383,9536,6336,25000,0.03333333333,132.15013993114144,1024.582107664973,0,4040,6.860856453212564
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000579.DNG,1023,16383,9536,6336,25000,0.01666666667,131.88876100641284,1024.1077688953026,0,3909,6.863712776279633
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000580.DNG,1023,16383,9536,6336,25000,0.008,131.79523883943529,1024.0250150049417,0,3818,6.86473615253491
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000581.DNG,1023,16383,9536,6336,25000,0.004,131.73296233961275,1023.6792213305984,0,3752,6.8654180226249295
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000582.DNG,1023,16383,9536,6336,25000,0.002,131.69158698551797,1023.804845013818,0,4198,6.865871222744746
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000583.DNG,1023,16383,9536,6336,25000,0.001,131.698682611273,1023.6337314161168,0,3940,6.865793491520226
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000584.DNG,1023,16383,9536,6336,25000,0.0005,131.70764013443917,1023.6892519833136,0,3769,6.865695369545622
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000585.DNG,1023,16383,9536,6336,25000,0.00025,131.6981957380723,1023.8553296572054,0,3811,6.865798824989298
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000586.DNG,2047,16383,9536,6336,50000,1.5,296.02127018026675,2048.945470791705,0,16383,5.59779788993845
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000587.DNG,2047,16383,9536,6336,50000,1.0,284.6780575906536,2023.8109239018752,0,16383,5.6541674349354585
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000588.DNG,2047,16383,9536,6336,50000,0.5,270.4186509341951,1993.1568222930327,0,16383,5.728304073701492
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000589.DNG,2047,16383,9536,6336,50000,0.25,263.75705700411606,2064.7024176194623,0,5893,5.764289037634093
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000590.DNG,2047,16383,9536,6336,50000,0.125,259.8764619901309,2056.827089880824,0,5962,5.7856727629896
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000591.DNG,2047,16383,9536,6336,50000,0.06666666667,257.7777436453351,2052.661891219107,0,6171,5.797371024512732
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000592.DNG,2047,16383,9536,6336,50000,0.03333333333,257.3540945419863,2050.9731881756693,0,8950,5.799743996062792
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000593.DNG,2047,16383,9536,6336,50000,0.01666666667,256.8499002094332,2050.292563338529,0,7426,5.802573219109528
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000594.DNG,2047,16383,9536,6336,50000,0.008,256.5109716221936,2048.9536639597527,0,8031,5.804478197419722
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000595.DNG,2047,16383,9536,6336,50000,0.004,256.5089302930444,2049.012691323761,0,7921,5.804489678515989
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000596.DNG,2047,16383,9536,6336,50000,0.002,256.4123264246385,2048.853164384247,0,8941,5.80503311445943
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000597.DNG,2047,16383,9536,6336,50000,0.001,256.3725087576342,2049.1706218904387,0,8192,5.8052571645751945
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000598.DNG,2047,16383,9536,6336,50000,0.0005,256.3822562346155,2048.9215564801484,0,9381,5.805202313259657
Leica M11 (60MP),/home/steven/git/camera-char/detector-noise/M11-60MP/L1000599.DNG,2047,16383,9536,6336,50000,0.00025,256.5279553548646,2049.1024863317,0,8165,5.804382678948818
Leica M11 (36MP),/home/steven/git/camera-char/detector-noise/M11-36MP/L1000312.DNG,1023,16383,7424,4936,64,1.0,0.9673275696935616,1022.9634647027208,1001,1050,13.95481417292704
Leica M11 (36MP),/home/steven/git/camera-char/detector-noise/M11-36MP/L1000313.DNG,1023,16383,7424,4936,64,0.5,0.9616434457602658,1022.9482491188944,1000,1045,13.96331661394867
Leica M11 (36MP),/home/steven/git/camera-char/detector-noise/M11-36MP/L1000314.DNG,1023,16383,7424,4936,64,0.25,0.9585432586945642,1023.2821082648852,1001,1048,13.967975148851956
Leica M11 (36MP),/home/steven/git/camera-char/detector-noise/M11-36MP/L1000315.DNG,1023,16383,7424,4936,64,0.125,0.957107724695384,1022.9342048042532,1003,1047,13.970137377971218
Leica M11 (36MP),/home/steven/git/camera-char/detector-noise/M11-36MP/L1000316.DNG,1023,16383,7424,4936,64,0.06666666667,0.9570622391392456,1022.9309866998004,1003,1045,13.970205942192292
Leica M11 (36MP),/home/steven/git/camera-char/detector-noise/M11-36MP/L1000317.DNG,1023,16383,7424,4936,64,0.03333333333,0.9569618323660593,1022.928359646798,1000,1047,13.970357305339745
Leica M11 (36MP),/home/steven/git/camera-char/detector-noise/M11-36MP/L1000318.DNG,1023,16383,7424,4936,64,0.01666666667,0.956662040967846,1022.9302842275524,999,1045,13.970809335201064
Leica M11 (36MP),/home/steven/git/camera-char/detector-noise/M11-36MP/L1000319.DNG,1023,16383,7424,4936,64,0.008,0.9568522043774794,1023.2738959271346,1001,1049,13.970522587600822
Leica M11 (36MP),/home/steven/git/camera-char/detector-noise/M11-36MP/L1000320.DNG,1023,16383,7424,4936,64,0.004,0.9569596452873016,1022.929697460468,1001,1046,13.970360602536326
Leica M11 (36MP),/home/steven/git/camera-char/detector-noise/M11-36MP/L1000321.DNG,1023,16383,7424,4936,64,0.002,0.9568892801413348,1022.9231019932288,1000,1044,13.970466687657082
Leica M11 (36MP),/home/steven/git/camera-char/detector-noise/M11-36MP/L1000322.DNG,1023,16383,7424,4936,64,0.001,0.9573865597333756,1022.9293904051602,998,1045,13.96971713756345
Leica M11 (36MP),/home/steven/git/camera-char/detector-noise/M11-36MP/L1000323.DNG,1023,16383,7424,4936,64,0.0005,0.9566008052838594,1023.2714853028244,999,1047,13.970901684684373
Leica M11 (36MP),/home/steven/git/camera-char/detector-noise/M11-36MP/L1000324.DNG,1023,16383,7424,4936,64,0.00025,0.9572938284803046,1022.9243163789612,1000,1049,13.96985688195094
